question_id	question_url	question_title	question_body	time_stamp	username	votes	favorites	tags
5726	https://health.stackexchange.com/questions/5726/how-long-will-it-take-for-pink-skin-after-the-falling-of-the-scab-to-return-to-n	How long will it take for pink skin after the falling of the scab to return to normal colouration?	About two weeks ago, I had a (minor) accident which thankfully did not result in any major damage to my bones or my joints, but which did leave me with a rather large wound near and below my elbow. It was after 9 days that the dark brown scab covering it fell off, some two days after a liberal dabbing of Soframycin (framycetin sulphate).Though the region looks and also feels infinitely healthier, the skin where the scab once was has turned pink and in some places is even almost reddish.  So I have three questions: 1) Is the pink pigmentation any cause for alarm or is it natural in skin after scabs? 2) Is the colour going to return to normal naturally or I get it treated (if there is a treatment) by a dermatologist? 3) Is there any cream/lotion/other medication that could encourage and/or speed up the process? Also, I have shown the pink patch of skin to my closest friend, and upon his advice, I apply palm oil to it twice each day. Is that a good idea or should I discontinue it?-	2017-04-14 11:21:53Z	Pills N Pillows	1	0	topical-cream-gel, coloration-discoloration, wound-care, scar-tissue-scars, scab
5724	https://health.stackexchange.com/questions/5724/why-do-tennis-elbow-epicondylitis-mostly-affect-the-extensor-carpi-radialis-br	Why do tennis elbow (epicondylitis) mostly affect the extensor carpi radialis brevis (ECRB)?	It has been shown (1, 2) that tennis elbows (epicondylitis) mostly affect the extensor carpi radialis brevis (ECRB). Why does it mostly affect this muscle, and rarely the other muscles attached to the lateral epicondyle of the humerus? Here is an excerpt from (1): (EDC = extensor digitorum communis) Some images to locate the different extensors: From the The Body Almanac (American Academy of Orthopaedic Surgeons, 2003): Found on   , based on Kinesiology of the Musculoskeletal System, Foundations for Rehabilitation, Second Edition, 2010, Donald A. Neumann, Mosby Elsevier, ISBN 978-0-323-03989-5: From   :-	2017-04-14 11:20:07Z	Pills N Pillows	1	0	muscle, tendons, epicondylitis, hyperplasia
5722	https://health.stackexchange.com/questions/5722/why-exactly-does-acid-reflux-or-gerd-cause-chest-pain	Why exactly does acid reflux or GERD cause chest pain?	After 3 years of acid reflux I started to get chronic chest pain from it. Every-time I feel some acid in my esophagus the chest pain comes in very quickly. Why am I not just feeling the burning sensation but also the pain.  The pain slightly improves once I stretch and do some light exercise. PPI's (Proton pump inhibitors) improve the pain dramatically. When I take PPI's reguraly the pain goes away 100%. It seems that the acid backing up in my esophagus just irritates the lining so much it hurts as hell, not to mention that I have a damage already. I guess I'll have to stick with PPI's.-	2018-02-25 07:30:35Z	eugene_sunic	3	1	pain, digestion
5721	https://health.stackexchange.com/questions/5721/constipation-during-cold-weather	Constipation during cold weather	I'm a Male late twenties living in the tropics. Over the past couple of years I get very bad constipation during the cold season. Drinking more water / fibre doesn't seem to help much. What is the relationship between the weather and constipation. Exactly what is it about the cold that triggers constipation ?-	2017-04-14 11:10:08Z	Pills N Pillows	2	0	gastroenterology, triggers, weather, constipation, air-temperature
5715	https://health.stackexchange.com/questions/5715/are-patients-with-hidradenitis-suppurativa-overweight-due-to-the-disease-itself	Are patients with hidradenitis suppurativa overweight due to the disease itself?	After reading about 5 journals on the disease, I noticed they all mention that HS sufferers are usually overweight. They also say that losing weight could mitigate the effects of the disease. I have not found any experimental data recording the condition before and after weight loss for a particular group, so my understanding is that the conclusion was drawn from the fact that many sufferers are overweight. My question is how can this conclusion be empirically deduced from the observation that many HS sufferers are overweight? Could it not be that they are overweight due to the discomfort of exercise due to the condition? Or even due to eating because they're depressed (chronic depression is a known co-morbidity)-	2017-03-07 02:53:06Z	Pills N Pillows	2	0	statistics, overweight, emotional-eating
5711	https://health.stackexchange.com/questions/5711/how-do-i-get-my-backbone-health-back-on-track	How do I get my backbone health back on track? [closed]	I started lifting small weights (10-20 kilos) at the age of 12. I suppose it wasn't the right time, but in a few years I became addicted to workout and did it without a properly warm up or a schedule. At the age of 16 I was benchpressing up to 100 kilograms and I experienced lower back pains as a big claw would squash my body starting from the backbone. Then I shifted to smaller weights and started kickboxing. At a training session I felt my upper back damaged, but continued lifting some small dumbbells to warm up for a fight. After the ground fight I went home and next morning I felt the upper back almost immobile, with an excruciating pain at every movement. Since then I gave up all the sports, but I still feel the lower back and sometimes the upper back pains for a few minutes (in the same manner, crushing me) when I lay down on the bed. Also I experience minor heart pains, but this may be because I became sedentary and studying 12 hours a day with irregular and unhealthy meals made me accumulate some fat (80-90 kilos and somewhere at 1.60-1.70 meters height, but much of weight is muscular as I still have strength and the fat is just a small layer). Sometimes the pain radiates to the testicles and kidneys as well, but in other situations the kidney stones do the same thing and I am not sure about the source of the pain. I tried do some pushups a few months ago (now I am 19), but the next day the pains were too harsh and I did not continue. Doctors are sharing different ideas, I was told by one doctor not to try any kind of workout again except for medical restore health training with very light exercises. Others told me that it is possible to do what I want, but they were not from my town and I couldn't get an appointment. My questions are: how do I restore my health, how can I start doing sports that put pressure on my back again, especially bodybuilding, calisthenics and combat, and how to do them properly this time, if I will ever be eligible for army, and what are the activities that I will be allowed or not allowed to do from now on?-	2016-05-05 00:17:19Z	David David	1	0	pain, spine
5710	https://health.stackexchange.com/questions/5710/why-does-hemodialysis-need-to-done-for-so-many-hours	Why does hemodialysis need to done for so many hours?	Does hemodialysis take so many hours because the dialyser is inefficient (in other words, every time blood passes through the dialyser only a small fraction of the waste is removed) or because there are about 5 Liters of blood in the body and it takes a while for it to go through the machine?-	2016-11-11 15:13:06Z	Butterfly and Bones	5	0	blood, medical-device, electrolytes
5708	https://health.stackexchange.com/questions/5708/is-stomach-acid-from-healthy-food-different-from-unhealthy-food	Is stomach acid from healthy food different from unhealthy food?	This is maybe a weird question but let me try to explain it. Once healthy food (vegetables, fruits, healthy oil's etc.) reaches the stomach the acids kick's in to break the food further. Is the stomach acid combined with healthy food the same as stomach acid combined with unhealthy food?  The endpoint is that I'm trying to find out will stomach acid combined with healthy food make less damage to the esophagus than the stomach acid combined with unhealthy food or is stomach acid just stomach acid no matter which type of food  it interacts with?-	2016-05-04 21:17:14Z	eugene_sunic	2	1	digestion, stomach
5707	https://health.stackexchange.com/questions/5707/do-liver-spots-ever-scab-up-and-peel-off	Do “liver spots” ever scab up and peel off	I have had a liver spot o my left hand about the size of a dime for many years, at least 10 and more likely 20. A few weeks ago it started to change appearance, at first appearing to turn a darker shade of brown with a scabby texture, with a slight reddish-tinged border. I saw my GP and have been referred to a specialist, apt in July. A size measurement was taken, and I was instructed not to worry before July unless the spot starts growing. However since then it has completely scabbed over and peeled off. The residual spot is the same size and shape as the original but much paler, almost my natural skin tone. Can anyone explain this? I was expecting these spots to start getting darker and more prominent, not lighter and less prominent.-	2017-04-14 11:24:49Z	Pills N Pillows	2	0	coloration-discoloration, hand, scab, shape-form-pattern
5704	https://health.stackexchange.com/questions/5704/my-front-tooth-fell-out-after-a-fall-dentist-put-it-back-in	My front tooth fell out after a fall, dentist put it back in…?	Has anyone had this happen where the dentist put it back in? He told me he would see whether my body rejects it or not and than he would do a root canal and put a crown. What are the chances my body rejects this? (I kept the tooth in milk by the way until I went to the dentists) he have me some steroids and some growth stimulants to help with healing. -	2016-05-04 18:15:31Z	Programmer23	1	0	dentistry, surgery
5703	https://health.stackexchange.com/questions/5703/what-stretches-are-worth-doing-for-a-healthy-30-year-old-male-to-prevent-tendon	What stretches are worth doing for a healthy 30-year-old male to prevent tendon injuries?	The patient is a 30-year-old male who seems healthy but with a history of tendon injuries. He is a software engineer.  What stretches are worth doing, and at which frequency (e.g., daily or weekly)? The main goal of such stretches would be to prevent tendon injuries. The patient has no concern in particular, and cost is not an issue.-	2017-04-14 11:22:24Z	Pills N Pillows	1	0	prevention, muscle, tendons, stretching, young-adults
5700	https://health.stackexchange.com/questions/5700/mr-scanner-versus-mri-scanner	MR scanner versus MRI scanner	To designate a device that performs magnetic resonance imaging (MRI), is the proper term MR scanner or MR  scanner?-	2016-05-03 21:46:14Z	Franck Dernoncourt	3	0	terminology, medical-imaging, mri
5697	https://health.stackexchange.com/questions/5697/healthy-sitting-while-doing-computer-work	Healthy sitting while doing computer work	What are the most important things to look out for concerning regular sitting in front of a desktop computer? Frankly, I don't know what's important and what I should prioritize. I'm interested in the first few points to know that make the biggest difference. I'd be happy if answers include scientific evidence, or hints on how to search for it.-	2017-04-14 11:25:24Z	Pills N Pillows	1	0	computers, ergonomics, posture, sitting, office
5694	https://health.stackexchange.com/questions/5694/do-hydrophobic-materials-keep-bacteria-away-from-open-after-surgery-wounds	Do hydrophobic materials keep bacteria away from open after surgery wounds?	I recently had an operation in the perianal area leaving me with a seton stitch (open wound) indefinitely. I was told to avoid the sea due to potential infection. I am wondering whether using hydrophobic material swimwear reduces the chances of bacteria in water coming in contact with the incision. Any ideas? Thank you-	2016-05-03 07:39:20Z	user2822693	4	0	infection, surgery, disease-transmission, bacteria, crohns
5691	https://health.stackexchange.com/questions/5691/suboccipital-muscle-strain-migraine-solutions	Suboccipital Muscle Strain Migraine Solutions	I frequently lay on my stomach in bed to watch my TV. Because of this, my head is usually held "backwards". Lately this has been causing pounding, migraine-like tension headaches stemming from serious neck muscle pain. I'm looking for two solutions: 1.) Is there a quick way to relieve this? I'm trying 3-4x200mg ibuprofen and hot compresses from a microwaveable heat pack filled with some kind of straw. I also just tried adding a 200mg caffeine pill as well, as I read that can quicken the effects of the ibuprofen. 2.) Can anyone with working knowledge of the musculoskeletal system suggest a less physically demanding way to handle this activity? I've tried laying on my side, but that usually stresses one side or the other on my neck (either too many or too few pillows, I'm 6'4" with broad shoulders), and I can't seem to find a comfortable way to lay on my stomach. I'm very concerned the effect that either the high ibuprofen dosage or painful laying position could have on my long term health.-	2016-05-03 02:48:43Z	Rob	1	0	pain, headache, migraine
5690	https://health.stackexchange.com/questions/5690/is-dairy-sensitivity-in-infants-related-to-quantity	Is dairy sensitivity in infants related to quantity?	We have a 9-month-old who has been sensitive to cow's milk in mom's diet for much of her life. Mom stopped consuming dairy around 2 months, and we've tried reintroducing it a couple times with poor results (say, 1 biscuit with maybe 1 tsp of milk caused problems).  We're now about 3 weeks into another reintroduction, which is going much better (YAY!). Mom's had primarily baked goods and cheese (not much, a slice or two on a sandwich every couple days). So it's obviously not causing issues like before. I'm of the opinion that it's a fairly binary problem - either the milk proteins cause problems or they don't. Mom thinks it's more quantity-related, like mild lactose intolerance, where if our daughter gets too many milk proteins it will bother her. Is there any research to back either one of us up?-	2016-05-03 02:43:01Z	Drew	4	0	digestion, infant, dairy
5688	https://health.stackexchange.com/questions/5688/can-gfr-be-improved-in-patients-with-kidney-failure	Can GFR be improved in patients with kidney failure?	How widely can glomerular filtration rate (GFR) values fluctuate and can they ever improve? How much "error" might one expect in the value if sampled quarterly?-	2016-11-11 15:14:49Z	Butterfly and Bones	5	0	blood, blood-tests, biological-parameter, renal, glomerular-filtration-grf
5687	https://health.stackexchange.com/questions/5687/link-between-phenylalanine-and-hyperaldosteronism	Link between phenylalanine and Hyperaldosteronism?	I've obviously googled, but I was curious if anyone with actual medical knowledge has seen any studies linking elevated dietary sources of phenylalanine and Hyperaldosteronism.-	2017-04-14 11:26:33Z	Pills N Pillows	1	0	nutrition, endocrinology
5686	https://health.stackexchange.com/questions/5686/does-peptic-ulcer-also-assume-having-erosive-gastritis	Does peptic ulcer also assume having erosive gastritis?	If you have an ulcer inside your stomach do you also have to have gastritis or can an ulcer appear without gastritis, without any inflammation inside the stomach?-	2016-05-02 15:40:15Z	eugene_sunic	1	0	gastroenterology, stomach, ulcers
5684	https://health.stackexchange.com/questions/5684/does-reducing-the-key-travel-distance-in-a-keyboard-help-prevent-computer-users	Does reducing the key travel distance in a keyboard help prevent computer users from getting repetitive strain injuries (RSI)?	The vast majority of desktop computer keyboards have around 4 mm of key travel distance, which is about twice longer than the key travel distance on most laptops (and flat keyboards a.k.a. thin keyboards a.k.a. low-profile keyboards). Does reducing the key travel distance in a keyboard always help prevent computer users from getting repetitive strain injuries (RSI)? I am mostly interested in epicondylitis (epicondylopathy).-	2016-05-02 00:26:59Z	Franck Dernoncourt	2	0	tendinopathy, computers, repetitive-strain-injury
5683	https://health.stackexchange.com/questions/5683/why-does-tendon-overuse-sometimes-evolve-into-a-tendinitis-and-sometimes-evolve	Why does tendon overuse sometimes evolve into a tendinitis and sometimes evolve into a tendinosis?	From what I read, tendon overuse sometimes evolves into a tendinitis and sometimes it evolves into a tendinosis. : : How comes the same cause leads to two different injuries? What factors come into play? The incidence of tendinitis seems to be much lower than the incidence of tendinosis: : :-	2016-05-01 21:16:10Z	Franck Dernoncourt	1	0	tendinopathy, tendons
5680	https://health.stackexchange.com/questions/5680/do-higher-amounts-of-alcohol-beer-help-gastritis	Do higher amounts of alcohol (beer) help gastritis?	I was at a party and despite my gastritis symptoms I decide to have a couple of drinks. I drank 1.2 liters (5.US customary cups). At first (after one or two cups) I felt pain and bloatness, but after continuing I felt extreme relief like I've never had any stomach issues in my life! I could play sports all day that day and didn't get any discomfort while doing it. Can anyone explain what happened here, shouldn't I have more pain after drinking more alcohol?-	2016-05-01 08:31:26Z	eugene_sunic	2	1	pain, digestion, gastroenterology, alcohol, stomach
5676	https://health.stackexchange.com/questions/5676/is-changing-toothpaste-brand-harmful-for-teeth	Is Changing Toothpaste brand harmful for teeth?	There are so many   available in the market to choose from as far as toothpaste brands and categories are concerned.  Should you go for tartar control? Fluoride? or Both? And don't forget to think about whitening toothpastes or formulas with all-natural and Herbal ingredients. This   says following: What will happen if someone tries new and different brand of toothpastes, say after every month? Or it is better to stick to only a specific brand?-	2016-05-01 05:37:08Z	AADHealth	7	0	dentistry
5672	https://health.stackexchange.com/questions/5672/is-it-true-that-carbonic-acid-should-be-avoided-when-one-is-histamin-intolerant	Is it true that carbonic acid should be avoided when one is histamin intolerant?	I've read a few contradictionos things about carbonic acid. Some statements say its a histamin liberator (thus produces histamin), while others say the exact opposite.  Now I would like to know if carbonic acid should be avoided when one is histamin intolerant or not (thus if its a histamin liberator,... or not)?-	2016-04-30 06:57:22Z	Thomas	1	0	diet, allergy
5671	https://health.stackexchange.com/questions/5671/does-the-number-of-teslas-matter-when-evaluating-a-tendinopathy-with-an-mri-scan	Does the number of teslas matter when evaluating a tendinopathy with an MRI scanner?	The number of teslas in MRI scanners vary  , and sometimes even up to   (Siemens MAGNETOM 10.5T) and 11.7 teslas (Siemens MAGNETOM 11.7T).  Does the number of teslas matter when evaluating a tendinopathy with an MRI scanner? I am mostly interested in epicondylitis (epicondylopathy). Overall, 7T MRI show some promising results, but I couldn't find any study focusing on tendinopathies: (1) seems to say that 7T MRI have some interesting potentials, but the study is quite old (2011) and focuses on the brain: :  : (2): : (3) is also quite old (2007): (4) does mention the usefulness of high teslas for tendon analysis:-	2017-03-09 20:37:36Z	Butterfly and Bones	3	0	tendinopathy, diagnostics, mri, medical-imaging
5669	https://health.stackexchange.com/questions/5669/what-are-the-long-term-effects-of-lidocain-injections-to-treat-a-tendinopathy	What are the long term effects of Lidocain injections to treat a tendinopathy?	Lidocain injections are often regarded as a potential replacement for corticosteroid injections, as the latter have been demonstrated to weaken tendons in the long-term (> 6 months). What are the long term effects of Lidocain injections to treat a tendinopathy? I wonder whether, from a long-term perspective, Lidocain injections help treat the tendinopathy, or on the contrary, have some deleterious effects, as  corticosteroid injections do. (or has no long term effect) I am mostly interested in epicondylitis (epicondylopathy).-	2016-04-29 21:57:15Z	Franck Dernoncourt	1	0	side-effects, tendinopathy, tendons, injections
5665	https://health.stackexchange.com/questions/5665/human-circadian-rythym-can-we-live-a-36-hour-day-or-for-that-matter-a-48-hour	Human Circadian Rythym, can we live a 36 hour day, or for that matter, a 48 hour day?	By this I mean, is it possible or advisable to change my rhythm so that I wake up on Monday morning, sleep Tuesday afternoon (I'm awake for over 24 hours) and then sleep for over 16 hours till the Wednesday morning. Can we alter our body clock this way?-	2016-11-10 10:23:36Z	Prince	10	0	sleep, circadian-rythym
5664	https://health.stackexchange.com/questions/5664/why-does-exercise-relief-stomach-pain-bloating	Why does exercise relief stomach pain/bloating	I have chronic stomach discomfort especially after eating. Why does even little exercise relief my stomach discomfort? I also suffer from IBS, does this mean that the gas inside the stomach goes away while exercising or is it something else that helps the relief. Also my GERD get's somehow better but only after intense workout...-	2016-04-29 10:41:26Z	eugene_sunic	4	1	digestion, stomach
5661	https://health.stackexchange.com/questions/5661/causes-of-a-heart-attack-without-any-blocked-arteries	Causes of a heart attack without any blocked arteries	What are the different causes of a heart attack if the heart does not have any blocked arteries? My father had a minor heart attack and when they scanned his heart to check for blockages there were none to be found. The doctor's said normally they wouldn't expect someone with a heart like his to have a heart attack but haven't given any explanation as to why  it may have happened.-	2016-04-28 22:54:23Z	Jared	3	1	heart-attack
5660	https://health.stackexchange.com/questions/5660/what-keyboard-put-the-least-strain-on-the-epicondyles-elbow-tendons	What keyboard put the least strain on the epicondyles (elbow tendons)?	I wonder what keyboard put the least strain on the epicondyles (elbow tendons).  There exist many keyboards that advertise themselves as being ergonomic, but often fail to provide more details as to which tendon overuse do they prevent, and rarely give any point out to independent, scientific evaluation. (I am aware that speech recognition software are great for many situations) Here are  : Specific Keyboards: Extinct Keyboards:-	2016-04-28 15:40:17Z	Franck Dernoncourt	1	0	computers, epicondylitis, tendons, ergonomics, repetitive-strain-injury
5658	https://health.stackexchange.com/questions/5658/almost-every-joint-pops-in-my-body	Almost every joint pops in my body	I often feel the need to pop my fingers, elbows, jaw, neck, legs, and even spots by my ribs and pelvis. What type of doctor should I see that can help me figure out what's wrong with me?-	2017-04-14 11:28:32Z	Pills N Pillows	2	0	treatment-options, joints, elbow, popping-cracking-joints, pelvis-pelvic-bone
5656	https://health.stackexchange.com/questions/5656/how-to-ingest-vitamin-c-for-patients-after-a-gastric-surgery	How to ingest vitamin C for patients after a gastric surgery?	Vitamin C is an essential nutrient and a powerful antioxidant. While many sorts of fresh fruit and vegetables are a great source of this vitamin, it is sensitive to heat and might  . Supplements are often acidic and might irritate the stomach or  . Patients who have undergone a gastric and/or oesophageal surgery are, on the other hand advised to eat light, cooked food and avoid raw fruit and vegetables to avoid flatulence or upsetting the stomach. Due to their condition, vitamin C supplements would probably not be the best idea either. So, what would be the best way for patients who have undergone a gastric-oesophageal surgery* to ingest the recommended amounts of vitamin C, in a way that wouldn't upset their stomach?-	2016-04-28 12:48:25Z	Lucky	4	0	cancer, digestion, micronutrients
5653	https://health.stackexchange.com/questions/5653/medical-837-claims-linking-mother-to-newborn	Medical 837 claims linking mother to newborn	This question is specific to standard 837 medical claims forms. As far as I know, when coding for newborns, the newborn baby gets its own 837 claims form (and does not go on the mothers 837). I'm wondering if there are any linking identifiers between mother and newborn. In other words, a mother comes into a hospital and has a baby. She will get an 837 for pregnancy services and her baby will get its own 837. Is there any way to reliably link the baby to the mother?-	2016-04-27 21:05:40Z	Alex R.	1	0	medical-records
5651	https://health.stackexchange.com/questions/5651/can-longterm-anxiety-fear-of-disease-nosemaphobia-cause-chronic-gastritis	Can longterm anxiety (fear of disease-nosemaphobia) cause chronic gastritis [closed]	I've had chronic gastritis (with a healed ulcer and 2 times erosive gastritis) for over 6 years now. I've also had 4 gastroscopy procedures. I can't find the cause of it up to this date. From the causes which are listed on   I could not find myself in any of the possible listed causes. I've been tested negative for H. pylori for 4 times (2x biopsy, stool sample, blood sample), I don't take NSAID's, I don't drink alcohol, I don't smoke, I'm not old (24 years now), I don't have autoimmune gastritis, I don't have any other illness which could cause ch.gastritis, no-one ever in my family (both sides) never had any digestive issues neither have I been under immense stress. I've also been tested for celiac (biopsy and blood) and the results were negative. The only thing that I have is that I'm worrying about diseases (hypochondriac) but I don't consider it to be an issue. I'm a social person and never had any panic attacks or any other social phobia. For the last three years no matter what I  swallow I nearly always get some pain in my stomach. When I take PPI's or H2 blockers I feel fantastic but I want to abandon medications for good. Gastroenterologist keeps saying that this is due to my anxiety since there is no H. pylori but this just blows my mind... Could it be something that they've missed (maybe H. pylori hiding somewhere even if 4 tests were done previously). Could it be some specific food ingredient which is causing such damage or anything else?-	2017-03-09 01:48:01Z	Pills N Pillows	1	1	digestion, gastroenterology, hypochondria, proton-pump-inhibitors, nosemaphobia
5650	https://health.stackexchange.com/questions/5650/why-gamers-dont-wear-glasses	Why gamers dont wear glasses [closed]	I noticed on every gaming channel no one is wearing glasses and thats bad for a eye to live i think gamers like "DanTDM" is playing games everyday which is very bad but i found glasses that have yellow filter but i use this app "f.lux" its to prevent someone to be awake and i use my PC everyday at 15:00 to 22:02 in Lithuania and it just puts a yellow filter or orange filter i think but its ment make for people that play games and it looks like this:  I wasn't able to do a screenshot beacuse it doesnt capture the filter but the program works like this Heres another one:   So why gamers don't wear glasses?-	2016-04-27 17:21:20Z	108x9NaJoker	1	0	medications, eye
5649	https://health.stackexchange.com/questions/5649/what-constitutes-an-emergency-doctors-appointment	What constitutes an emergency doctor's appointment	I tried booking an appointment at short notice today and I was asked if it was an emergency.  I said yes, but they disagreed and made an appointment for the following week.  I'm wanting to know what constitutes an emergency, as I always thought that if there is an emergency you should go to A&E. -	2016-04-27 17:18:29Z	Terry	2	0	medications, surgery
5646	https://health.stackexchange.com/questions/5646/left-ear-numb-for-over-24-hours	Left Ear Numb for over 24 hours [closed]	Today I had a very important exam, so I was studying late last night. I was so sleepy that at one point I just fell asleep for 15 - 20 minutes with my head back on the chair (the chair's back is lower than my head) and my neck was really stretched from the front. My neck felt really stiff when I woke up and 5 minutes later I felt that my left ear was numb. I ignored it thinking I just slept on it or something but the numbness won't go away even after 24 hours. There is no pain and no hearing problem. Just the external ear and the skin behind the ear is numb and feels weird. Can anyone tell me what's happening and what should I do? Is this a serious matter and should I be worried?-	2016-04-27 13:20:31Z	abdullahaquarius	1	0	ear, numbness
5643	https://health.stackexchange.com/questions/5643/sudden-and-sharp-chest-pains	Sudden and sharp chest pains [closed]	Since three or four years ago, I started feeling sudden chest pains around once or twice a month. These pains can be relieved when I stretch my ribs left and right that can remove the pain. Am I facing a heart related disease, or are the pains something to do with the ribs? I am a non smoker with no family history of heart diseases.-	2017-04-03 23:57:09Z	Pills N Pillows	1	0	heart-disease, ribs-ribcage
5640	https://health.stackexchange.com/questions/5640/can-i-eat-fish-everyday-or-alternate-day	Can I eat fish everyday or alternate day?	I am planning to eat fish daily,  because I love fish. If I eat like that do I have any chance of developing health issues ?  Any suggestions are welcome.-	2016-04-29 14:53:47Z	Pobrecita	2	0	nutrition, food-safety, fish
5639	https://health.stackexchange.com/questions/5639/ice-vs-massage-for-swelling	Ice vs Massage for swelling	I recently sprained my ankle causing impressive/alarming swelling.  Dispite the swelling it was not significantly painful i.e I could bear weight with out problem and had reasonable movement without pain.  The "standard" approach seemed to suggest immediate treatment with ice.  My wife pratices Tranditional Chinese Medicine and suggested that massage would be more effective in place of ice and I ran with that.  With just a few minutes of massage the swelling reduced DRAMATICALLY - from really bloated alarmingly swollen to just swollen. I have never seen a reduction in swelling of this magnitude with ice.  The injury took a long time to heal completely but was not a massive discomfort.   Ive subsequently looked around the web and ice (in the context or RICE) is the most recommended treatment for swelling with some advice clearly stating DONT massage.  In my particular experience the massage was impressive in its effect.  What gives?  I come from a science background and have swung around from a view of Traditional Chinese Medicine as hocuspocus to being a well constructed extreemly detailed take on treatment and prevention.  It has survived thousands of years and continues to be used because it gets results (sometimes where other approaches have failed).  Why if massage appeared so effective in my case is it not more widely recommended?-	2017-04-14 11:31:31Z	Pills N Pillows	2	0	swelling, massage, sprain-strain-twist, weight-bearing-activity, masseuse
5637	https://health.stackexchange.com/questions/5637/can-adding-o-rings-in-mechanical-keyboards-alleviate-rsi	Can adding o-rings in mechanical keyboards alleviate RSI?	I have read many claims from individuals that adding o-rings in mechanical keyboards alleviate RSI. The reasoning is that it allows shock absorption, which minimizes finger fatigue (e.g., according to  ) and strain on the wrists and forearms. Is there any scientific study confirming or infirming the claim?-	2016-04-27 00:58:46Z	Franck Dernoncourt	1	1	computers, repetitive-strain-injury
5635	https://health.stackexchange.com/questions/5635/how-to-help-my-dyslexic-daughter-to-not-get-frustrated-while-reading	How to help my dyslexic daughter to not get frustrated while reading	I  recently found out that my 8yo daughter has dyslexia. When I found out, I wasn't surprised. I never considered it, but then suddenly everything made sense. She writes almost all numbers backwards. She struggles reading words like  . But will read a word she has never seen before like   easily. And she will remember it, and have no problems. It pains me when I see her get truly frustrated trying to read simple words. The school gave me a coloured binder divider to put over the book but it doesn't seem to help. I have read that every dyslexic condition can be different. You have to find the best way for you child's brain to learn. But I don't really know what this means with regards to the reading frustration. She has always been a bright girl, and her 2yo sister is even brighter, so I worry this condition is going to stump my daughters mental development if I don't find a way around it.-	2017-04-14 07:31:53Z	Pills N Pillows	5	0	mental-health, pediatrics, parenting, dyslexia-dyslexic
5633	https://health.stackexchange.com/questions/5633/causes-of-rapidly-progressing-myopia	Causes of rapidly-progressing myopia	Imagine a patient, say, Steve. Steve is 19 years old, and began experiencing signs of myopia at 10 or so. He spent years wearing glasses on and off, and progressed to a -1.5 prescription (with a difference of roughly 0.5 between the two eyes) by age 17. Then, his myopia progression began to accelerate. Within six months, he had a -2.0 prescription (averaged across the two, still 0.5 difference). By age 18, he had a -3.0 prescription; by age 19, a -4.0 prescription. Obvious resources discuss rapid-progression myopia, but not its causes. What would cause such rapid change? Sample Background Information:-	2016-04-26 04:34:29Z	TheEnvironmentalist	3	0	eye, vision, optometry, opthalmology
5631	https://health.stackexchange.com/questions/5631/how-to-balance-body-after-eating-too-much-sugar	How to balance body after eating too much sugar? [closed]	I think I've eaten too much sugar today, what can I do to balance it out? I do   have diabetes or any health issues.-	2016-04-25 19:51:07Z	Aziz	1	0	nutrition, sugar
5630	https://health.stackexchange.com/questions/5630/what-could-explain-that-platelet-rich-plasma-prp-injections-are-not-more-effic	What could explain that platelet-rich plasma (PRP) injections are not more efficient than Autologous Blood injections to treat a tendinopathy?	A number of RCT studies have shown that platelet-rich plasma (PRP) injections are not more efficient than autologous blood injections to treat a tendinopathy. Example: Krogh, T., E. M. Bartels, T. Ellingsen, K. Stengaard-Pedersen, R. Buchbinder, U. Fredberg, H. Bliddal, and R. Christensen. "OP0072 Comparative effectiveness of injection therapies in lateral epicondylitis: A systematic review and network meta-analysis of randomized controlled trials." Annals of the Rheumatic Diseases 71, no. Suppl 3 (2013): 77-78.   reports: What could explain that platelet-rich plasma (PRP) injections are not more efficient than Autologous Blood injections to treat a tendinopathy? Is that because Autologous Blood injections already maxed out the potential benefit of growth-factors? I am mostly interested in epicondylitis (epicondylopathy).-	2016-04-25 18:41:40Z	Franck Dernoncourt	1	0	tendons, injections, prp, autologous-blood-inject
5626	https://health.stackexchange.com/questions/5626/ongoing-mid-upper-back-pain-causes-and-treatments	Ongoing mid/upper back pain causes and treatments	I have had back pain, and related body pain, for the 7-8 years. I have seen a number of doctors and specialists, and have not been able to find any remedy or even treatment that relieves my pain. My pain is as follows, I have tried the following over the past few years, About me, I am asking, I realize back pain causes and treatments are difficult to pinpoint, and everyone is different. I appreciate anyone that has any insight on where I can go from here!-	2017-04-13 12:53:20Z	Community	1	0	pain, back, spine, costochondritis
5622	https://health.stackexchange.com/questions/5622/how-does-forehead-cooling-affect-me	How does forehead cooling affect me?	Sometimes I have headaches. I've heard that they're caused by the pressure of veins in my brain (not anything more). I found out that if I cool my forehead or eyelids with water, the pain stops. Am I actually healing the cause or just cloaking the symptoms? (It does not hurry, I'm just interested ;)-	2017-04-14 11:33:40Z	Pills N Pillows	1	0	headache, eyelids, cold-compress, forehead
5619	https://health.stackexchange.com/questions/5619/hair-graying-due-to-water-change	Hair graying due to water change	Recently I moved from India to Riyadh, because the change in water my hair started becoming gray.  Is there any remedy for graying hair due to water change?. P.S: my age is 26 and am sure that this problem is not related with my age.-	2017-02-03 02:01:25Z	Pills N Pillows	2	0	treatment, hair, coloration-discoloration, dyes, chlorine
